bill_date,customer_name,staff_name,service_name
9/25/2018,Sadella Fligg,Jackie Leggate,Hair Cut
9/25/2018,Starlene Rubinshtein,Jackie Leggate,Hair Cut
9/26/2018,Dav Uccelli,Dayle Pfeffle,Shaving
9/26/2018,Lucilia Morkham,Dayle Pfeffle,Hair Cut
9/27/2018,Bobinette Boothe,Munroe Cumes,Shampoo
9/27/2018,Belle Parley,Dayle Pfeffle,Shampoo
9/27/2018,Leanor McAuslene,Ralina Pollicatt,Shampoo
9/28/2018,Lurlene Cristofvao,Cristine Bosman,Hair Cut
9/28/2018,Starlene Rubinshtein,Cloris Dudeney,Blowdry + style
9/29/2018,Lonnard Hounsham,Cristine Bosman,Hair Cut
9/30/2018,Sadella Fligg,Dayle Pfeffle,Color full color
9/30/2018,Gregor Tolley,Ralina Pollicatt,Color full color
9/30/2018,Lari Swayland,Dayle Pfeffle,Hair Cut
10-01-2018,Byrle Rushman,June Pynn,Shaving
10-01-2018,Ezra Dudman,Cristine Bosman,Blowdry + style
10-01-2018,Kahaleel Roseaman,June Pynn,Hair Spa
10-01-2018,Ken Simonot,Cristine Bosman,Shaving
10-02-2018,Isiahi Fowgies,Munroe Cumes,Shaving
10-02-2018,Josi Masser,Jackie Leggate,Blowdry + style
10-02-2018,Pavia Maynard,June Pynn,Shampoo
10-03-2018,Enrichetta Sircomb,Cloris Dudeney,Hair Cut
10-03-2018,Hephzibah Orteu,Jackie Leggate,Color full color
10-04-2018,Shayna Borrowman,Jackie Leggate,Shampoo
10-04-2018,Lucilia Morkham,June Pynn,Shaving
10-04-2018,Stanley Wheelband,Ralina Pollicatt,Hair Cut
10-05-2018,Athena McClean,June Pynn,Blowdry + style
10-05-2018,Rubie Kremer,June Pynn,Hair Cut
10-05-2018,Alisun Mityashin,June Pynn,Color full color
10-06-2018,Chiquita Benet,June Pynn,Hair Spa
10-06-2018,Conny Matveichev,Dayle Pfeffle,Hair Spa
10-06-2018,Lari Swayland,Jackie Leggate,Color full color
10-06-2018,Allan MacLeod,June Pynn,Color full color
10-08-2018,Carce Francklin,Cristine Bosman,Blowdry + style
10-09-2018,Ilysa Hansen,Cristine Bosman,Shaving
10-09-2018,Cornelle Sodo,Munroe Cumes,Hair Spa
10-10-2018,Heddie Chatainier,Dayle Pfeffle,Shampoo
10-10-2018,Alejandra Lapworth,Ralina Pollicatt,Hair Spa
10-10-2018,Haleigh Mainland,Ralina Pollicatt,Color full color
10-10-2018,Gaelan Siddle,Ralina Pollicatt,Hair Spa
10-11-2018,Isiahi Fowgies,Dayle Pfeffle,Blowdry + style
10-11-2018,Meyer Ellcock,Ralina Pollicatt,Shampoo
10-11-2018,Natala Hammatt,Ralina Pollicatt,Hair Cut
10-12-2018,Jenilee Chaves,Cloris Dudeney,Shampoo
10-12-2018,Bibi Morritt,Dayle Pfeffle,Blowdry + style
10/13/2018,Gabriell Ballham,Munroe Cumes,Hair Cut
10/13/2018,Carce Francklin,Jackie Leggate,Shampoo
10/13/2018,Mari Clifford,Cloris Dudeney,Shaving
10/14/2018,Gabie Smalls,Jackie Leggate,Blowdry + style
10/14/2018,Ted Boshere,Cloris Dudeney,Hair Cut
10/14/2018,Daffy Fleischmann,Jackie Leggate,Hair Spa
10/14/2018,Francine Kunkler,Ralina Pollicatt,Shaving
10/15/2018,Torrie Dalgarnowch,Cristine Bosman,Hair Cut
10/15/2018,Stacie Klaiser,Dayle Pfeffle,Blowdry + style
10/15/2018,Archibold Woltering,Jackie Leggate,Shaving
10/16/2018,Robinett Dawidsohn,Cristine Bosman,Shaving
10/18/2018,Alisun Mityashin,Cristine Bosman,Blowdry + style
10/18/2018,Florella Van den Broek,Dayle Pfeffle,Blowdry + style
10/18/2018,Sindee Chevins,Dayle Pfeffle,Shaving
10/20/2018,Athena McClean,Dayle Pfeffle,Shampoo
10/20/2018,Sibby De La Coste,Cristine Bosman,Hair Spa
10/21/2018,Bevon Bohl,Ralina Pollicatt,Color full color
10/21/2018,Rollins Cosely,June Pynn,Shaving
10/21/2018,Jenilee Chaves,Cristine Bosman,Hair Cut
10/22/2018,Dav Uccelli,Jackie Leggate,Shaving
10/22/2018,Gaelan Siddle,Cloris Dudeney,Shaving
10/22/2018,Drusy Saurat,Munroe Cumes,Shaving
10/23/2018,Drusy Saurat,Dayle Pfeffle,Color full color
10/24/2018,Hinda Duddell,Cloris Dudeney,Hair Spa
10/25/2018,Rubie Kremer,Munroe Cumes,Blowdry + style
10/25/2018,Courtenay Shyre,Munroe Cumes,Hair Cut
10/25/2018,Alexandro Wheatcroft,Dayle Pfeffle,Hair Cut
10/25/2018,Trueman Eiler,Dayle Pfeffle,Hair Cut
10/26/2018,Indira Vallentin,Ralina Pollicatt,Color full color
10/26/2018,Audrie Quickfall,Dayle Pfeffle,Color full color
10/26/2018,Rossie Kumar,Ralina Pollicatt,Blowdry + style
10/26/2018,Quint Flear,Cristine Bosman,Shaving
10/27/2018,Nani Gravey,Ralina Pollicatt,Hair Spa
10/28/2018,Eward Jilkes,Cristine Bosman,Hair Spa
10/29/2018,Rossie Kumar,Cristine Bosman,Shampoo
10/29/2018,Patin Crowd,Jackie Leggate,Hair Cut
10/29/2018,Mei Vidler,Ralina Pollicatt,Shaving
10/29/2018,Claudelle Jarritt,Munroe Cumes,Hair Cut
10/29/2018,Jenilee Chaves,Ralina Pollicatt,Shaving
10/30/2018,Gusta Guichard,Jackie Leggate,Color full color
10/31/2018,Andras Sterre,June Pynn,Blowdry + style
10/31/2018,Aleksandr Branford,Jackie Leggate,Color full color
11-01-2018,Dale Jonk,Cristine Bosman,Hair Cut
11-01-2018,Sarette Graser,Jackie Leggate,Shaving
11-02-2018,Lurlene Cristofvao,Cloris Dudeney,Shaving
11-02-2018,Aleksandr Branford,Cloris Dudeney,Shaving
11-02-2018,Natala Hammatt,Jackie Leggate,Blowdry + style
11-03-2018,Belle Parley,June Pynn,Color full color
11-04-2018,Mitchell Dockwra,Cloris Dudeney,Shaving
11-04-2018,Nathanael Grigoliis,Munroe Cumes,Shaving
11-05-2018,Susanetta Petzold,Dayle Pfeffle,Hair Cut
11-05-2018,Umberto Gotecliffe,Cloris Dudeney,Hair Cut
11-05-2018,Torrie Dalgarnowch,Cristine Bosman,Shampoo
11-05-2018,Marla Ainley,Ralina Pollicatt,Hair Spa
11-05-2018,Sarette Graser,Dayle Pfeffle,Shampoo
11-05-2018,Starlene Rubinshtein,Munroe Cumes,Color full color
11-06-2018,Velvet Napoli,Cloris Dudeney,Shampoo
11-06-2018,Torie Soff,Cloris Dudeney,Hair Cut
11-06-2018,Natala Hammatt,June Pynn,Shaving
11-06-2018,Marla Ainley,June Pynn,Hair Cut
11-06-2018,Andriana Rieme,Dayle Pfeffle,Hair Cut
11-07-2018,Lari Swayland,Dayle Pfeffle,Hair Cut
11-07-2018,Susanetta Petzold,Cristine Bosman,Shampoo
11-10-2018,Quint Flear,Dayle Pfeffle,Color full color
11-10-2018,Alexandro Wheatcroft,Jackie Leggate,Hair Cut
11-10-2018,Perry McClurg,Munroe Cumes,Shampoo
11-11-2018,Lindsay Worsell,Munroe Cumes,Shaving
11-11-2018,Kristofer Ezzle,Munroe Cumes,Hair Spa
11-11-2018,Alisun Mityashin,Dayle Pfeffle,Color full color
11-12-2018,Lonnard Hounsham,Cristine Bosman,Shaving
11/13/2018,Theda Wanderschek,Dayle Pfeffle,Hair Cut
11/13/2018,Rebecka Iddins,June Pynn,Color full color
11/13/2018,Quint Flear,Cristine Bosman,Color full color
11/13/2018,Hi Gregori,Jackie Leggate,Shampoo
11/13/2018,Bobinette Boothe,Ralina Pollicatt,Hair Spa
11/13/2018,Ara Maykin,Cristine Bosman,Hair Spa
11/14/2018,Charo Jermey,June Pynn,Shampoo
11/14/2018,Eward Jilkes,Jackie Leggate,Shampoo
11/14/2018,Bevon De Carolis,Munroe Cumes,Color full color
11/14/2018,Jenilee Chaves,Munroe Cumes,Hair Spa
11/15/2018,Dale Jonk,Jackie Leggate,Shampoo
11/16/2018,Ewen McCaskell,Cristine Bosman,Shampoo
11/17/2018,Royce Bowater,Munroe Cumes,Hair Spa
11/17/2018,Ewen McCaskell,Jackie Leggate,Blowdry + style
11/18/2018,Audrie Quickfall,Jackie Leggate,Shaving
11/18/2018,Carol-jean Blacker,Ralina Pollicatt,Hair Cut
11/18/2018,Domini Kintish,June Pynn,Blowdry + style
11/19/2018,Audrie Quickfall,Dayle Pfeffle,Hair Spa
11/19/2018,Hi Gregori,Dayle Pfeffle,Color full color
11/19/2018,Nike Risborough,Dayle Pfeffle,Shampoo
11/19/2018,Bevon Bohl,Jackie Leggate,Hair Cut
11/20/2018,Mei Vidler,Ralina Pollicatt,Hair Cut
11/21/2018,Lotty Danbye,Ralina Pollicatt,Shampoo
11/21/2018,Toby Shiliton,Cristine Bosman,Hair Spa
11/21/2018,Athena McClean,Dayle Pfeffle,Hair Cut
11/22/2018,Bevon Bohl,Cristine Bosman,Color full color
11/22/2018,Dav Uccelli,Cristine Bosman,Shampoo
11/23/2018,Rex Sturdgess,Ralina Pollicatt,Shaving
11/24/2018,Drusy Saurat,Cristine Bosman,Shaving
11/24/2018,Marla Ainley,Dayle Pfeffle,Hair Cut
11/24/2018,King Harsent,Ralina Pollicatt,Blowdry + style
11/25/2018,Sharline Pawlicki,Ralina Pollicatt,Color full color
11/26/2018,Mab Limb,Ralina Pollicatt,Shampoo
11/27/2018,Tobe Elstub,Ralina Pollicatt,Blowdry + style
11/27/2018,Egon Waistell,June Pynn,Color full color
11/28/2018,Hi Gregori,Munroe Cumes,Shaving
11/28/2018,Alexandro Wheatcroft,Ralina Pollicatt,Color full color
11/28/2018,Theda Wanderschek,Cristine Bosman,Shaving
11/28/2018,Mei Vidler,June Pynn,Hair Cut
11/28/2018,Lucilia Morkham,Dayle Pfeffle,Hair Cut
11/28/2018,Ara Maykin,Dayle Pfeffle,Hair Cut
11/29/2018,Josi Masser,Jackie Leggate,Color full color
11/29/2018,Audrie Quickfall,Munroe Cumes,Shampoo
11/30/2018,Benton Isacq,Dayle Pfeffle,Hair Spa
11/30/2018,Florella Van den Broek,Jackie Leggate,Shampoo
11/30/2018,Benjy Bewley,June Pynn,Hair Spa
12-01-2018,Carol-jean Blacker,Munroe Cumes,Shampoo
12-01-2018,Athena McClean,June Pynn,Color full color
12-01-2018,Isiahi Fowgies,Cristine Bosman,Hair Spa
12-02-2018,Courtenay Shyre,Dayle Pfeffle,Shaving
12-02-2018,Kienan O'Dwyer,June Pynn,Shaving
12-02-2018,Mitchell Dockwra,Ralina Pollicatt,Hair Spa
12-03-2018,Bobinette Boothe,Cloris Dudeney,Hair Cut
12-03-2018,Sigvard Sheahan,Munroe Cumes,Shampoo
12-03-2018,Ken Simonot,June Pynn,Shaving
12-03-2018,Gene Gommes,Ralina Pollicatt,Color full color
12-04-2018,Belle Parley,Dayle Pfeffle,Blowdry + style
12-04-2018,Ewen McCaskell,Cristine Bosman,Blowdry + style
12-04-2018,Jarid Crut,June Pynn,Shampoo
12-05-2018,Cos Maryan,Cristine Bosman,Shampoo
12-05-2018,Zenia McKie,June Pynn,Blowdry + style
12-06-2018,Daffy Fleischmann,Ralina Pollicatt,Shaving
12-06-2018,Haleigh Mainland,Cristine Bosman,Hair Spa
12-07-2018,Elroy Evered,Dayle Pfeffle,Blowdry + style
12-07-2018,Angy Verdy,Dayle Pfeffle,Color full color
12-07-2018,Boycey Robart,Jackie Leggate,Blowdry + style
12-07-2018,Aleksandr Branford,June Pynn,Color full color
12-07-2018,Ramsay Thome,Cloris Dudeney,Blowdry + style
12-08-2018,Aleece O'Fergus,Cristine Bosman,Shaving
12-08-2018,Bibi Morritt,Cloris Dudeney,Hair Spa
12-09-2018,Alejandra Lapworth,June Pynn,Color full color
12-09-2018,Calhoun Cutteridge,Cristine Bosman,Color full color
12-09-2018,Laney Pontain,Cristine Bosman,Hair Cut
12-09-2018,Calhoun Cutteridge,Cloris Dudeney,Shampoo
12-10-2018,Bevon Bohl,June Pynn,Hair Spa
12-10-2018,Ted Boshere,Munroe Cumes,Shaving
12-10-2018,Patin Crowd,Cristine Bosman,Hair Cut
12-10-2018,Ewen McCaskell,Ralina Pollicatt,Hair Cut
12-10-2018,Andriana Rieme,Cloris Dudeney,Blowdry + style
12-10-2018,Ewen McCaskell,June Pynn,Shaving
12-11-2018,Tammi Covolini,Cloris Dudeney,Hair Spa
12-11-2018,Milt Underwood,Jackie Leggate,Shampoo
12-11-2018,Isiahi Fowgies,Ralina Pollicatt,Hair Cut
12-11-2018,Hamnet Sacase,Dayle Pfeffle,Blowdry + style
12-11-2018,Konstantin Carillo,Munroe Cumes,Color full color
12-12-2018,Sigvard Sheahan,Dayle Pfeffle,Blowdry + style
12-12-2018,Rubie Kremer,June Pynn,Shampoo
12-12-2018,Kristofer Ezzle,Dayle Pfeffle,Color full color
12/13/2018,Elroy Evered,Jackie Leggate,Color full color
12/14/2018,Ara Maykin,Jackie Leggate,Shampoo
12/15/2018,Cornelle Sodo,Jackie Leggate,Color full color
12/15/2018,Vida Peddie,Cloris Dudeney,Shaving
12/15/2018,Bobinette Boothe,Ralina Pollicatt,Hair Spa
12/15/2018,Courtenay Shyre,Cristine Bosman,Color full color
12/16/2018,Sibby De La Coste,Cloris Dudeney,Hair Spa
12/16/2018,Suki Ebbers,Cristine Bosman,Hair Cut
12/16/2018,Diandra Eatherton,Ralina Pollicatt,Blowdry + style
12/17/2018,Bevon Bohl,Cloris Dudeney,Color full color
12/18/2018,Trueman Eiler,Dayle Pfeffle,Shaving
12/19/2018,Audrie Quickfall,Cloris Dudeney,Blowdry + style
12/19/2018,Aurthur Bavridge,Cristine Bosman,Blowdry + style
12/19/2018,Amity Chisholm,June Pynn,Shampoo
12/19/2018,Sharline Pawlicki,Jackie Leggate,Shaving
12/19/2018,Web Addionisio,June Pynn,Color full color
12/19/2018,Quint Flear,Ralina Pollicatt,Shampoo
12/20/2018,Alexandro Wheatcroft,June Pynn,Hair Spa
12/20/2018,Royce Bowater,Dayle Pfeffle,Shampoo
12/20/2018,Royce Bowater,Cloris Dudeney,Hair Cut
12/20/2018,Sibby De La Coste,Cloris Dudeney,Hair Cut
12/20/2018,Nathanael Grigoliis,Jackie Leggate,Hair Spa
12/21/2018,Meyer Ellcock,June Pynn,Hair Cut
12/21/2018,Theda Wanderschek,Jackie Leggate,Color full color
12/21/2018,Royce Bowater,Ralina Pollicatt,Shaving
12/21/2018,Lari Swayland,Dayle Pfeffle,Color full color
12/21/2018,Gaelan Siddle,June Pynn,Shaving
12/21/2018,Belle Parley,Jackie Leggate,Blowdry + style
12/22/2018,Patin Crowd,Ralina Pollicatt,Color full color
12/23/2018,Aleksandr Branford,Cristine Bosman,Hair Cut
12/23/2018,Tammi Covolini,June Pynn,Shaving
12/24/2018,Eb Levay,Jackie Leggate,Color full color
12/25/2018,Courtenay Shyre,June Pynn,Shaving
12/25/2018,Gilburt Marchment,Ralina Pollicatt,Color full color
12/26/2018,Eward Jilkes,Cloris Dudeney,Shaving
12/26/2018,Hephzibah Orteu,Jackie Leggate,Blowdry + style
12/27/2018,Conny Matveichev,Dayle Pfeffle,Shaving
12/27/2018,Angy Verdy,Dayle Pfeffle,Blowdry + style
12/27/2018,Amabel Yanez,Dayle Pfeffle,Hair Spa
12/28/2018,Natala Hammatt,Cristine Bosman,Hair Cut
12/28/2018,Benjy Bewley,Ralina Pollicatt,Shampoo
12/29/2018,Torie Soff,Dayle Pfeffle,Shaving
12/29/2018,Anton Mulcock,Jackie Leggate,Color full color
12/30/2018,Archibold Woltering,Cloris Dudeney,Shaving
12/30/2018,Sadella Fligg,June Pynn,Color full color
12/30/2018,Pavia Maynard,Cloris Dudeney,Shaving
12/30/2018,Elroy Evered,June Pynn,Shaving
12/30/2018,Trueman Eiler,June Pynn,Shaving
12/31/2018,Winn Dongles,Ralina Pollicatt,Shaving
